Unnamed: 0,scrape_id,latitude,neighbourhood_cleansed,property_type,host_since,host_response_time,host_acceptance_rate,host_listings_count,host_has_profile_pic,accommodates,bathrooms_text,beds,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,availability_30,availability_90,availability_eoy,number_of_reviews_ltm,number_of_reviews_ly,review_scores_rating,review_scores_cleanliness,review_scores_location
7681,20250612050654,41.38566,el Raval,Entire rental unit,2011-02-09,within an hour,99%,9.0,t,4,1 bath,3.0,$230.00,365,5.0,999.0,999.0,3,31,128,32,40,4.38,4.34,4.78
7682,20250612050654,41.40464,el Putxet i el Farró,Entire serviced apartment,2019-01-23,within an hour,100%,3.0,t,3,1 bath,,,360,32.0,360.0,360.0,1,61,164,0,3,5.0,4.6,4.8
7683,20250612050654,41.37959,el Barri Gòtic,Private room in condo,2012-11-24,within an hour,100%,2.0,t,6,1 private bath,6.0,$118.00,365,5.0,1125.0,1125.0,3,30,34,7,0,4.28,4.17,4.67
7684,20250612050654,41.38172,el Barri Gòtic,Entire rental unit,2015-10-22,within an hour,100%,123.0,t,2,1 bath,,,1124,365.0,999.0,999.0,1,1,1,0,0,3.67,3.33,3.5
7685,20250612050654,41.39022,l'Antiga Esquerra de l'Eixample,Entire rental unit,2021-02-07,within an hour,100%,10.0,t,5,1 bath,2.0,$220.00,1125,4.0,1125.0,1125.0,11,62,163,43,42,4.74,4.78,4.86
7686,20250612050654,41.45268,la Trinitat Vella,Entire rental unit,2018-05-01,within a few hours,100%,3.0,t,4,1 bath,2.0,$80.00,1125,32.0,1125.0,1125.0,0,4,4,5,7,4.78,4.67,3.89
7687,20250612050654,41.3827,el Barri Gòtic,Entire rental unit,2012-08-26,within a day,54%,36.0,t,6,2 baths,,,330,32.0,330.0,330.0,6,18,119,0,0,,,
7688,20250612050654,41.39989,el Poblenou,Entire rental unit,2015-01-22,within an hour,99%,61.0,t,6,1 bath,4.0,$266.00,1125,7.0,1125.0,184.5,2,27,100,13,6,4.41,4.51,4.63
7689,20250612050654,41.39001,la Dreta de l'Eixample,Entire rental unit,2016-03-03,within a few hours,82%,18.0,t,4,2 baths,3.0,$500.00,1125,2.0,1125.0,1125.0,4,31,97,37,45,4.98,4.96,4.97
7690,20250612050654,41.36901171239459,la Font de la Guatlla,Private room in rental unit,2021-03-23,,,1.0,t,2,1.5 shared baths,1.0,$32.00,1125,32.0,1125.0,1125.0,30,90,189,0,0,4.26,4.43,4.65
7691,20250612050654,41.384747,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2019-03-20,within a few hours,55%,59.0,t,2,1 bath,1.0,$81.00,1125,32.0,1125.0,1125.0,23,83,184,0,2,3.5,4.0,5.0
7692,20250612050654,41.38415,l'Antiga Esquerra de l'Eixample,Entire rental unit,2019-06-10,,,17.0,t,2,1 bath,,,330,25.0,330.0,330.0,0,0,0,0,0,4.67,4.33,5.0
7693,20250612050654,41.40346,la Sagrada Família,Entire serviced apartment,2012-11-14,within an hour,98%,15.0,t,6,2 baths,5.0,$665.00,40,3.0,1125.0,1125.0,9,50,149,11,14,4.87,4.98,4.91
7694,20250612050654,41.39324,la Dreta de l'Eixample,Private room in hostel,2019-08-14,within an hour,100%,6.0,t,2,1 shared bath,1.0,$185.00,365,1.0,1125.0,721.1,8,29,104,49,53,4.62,4.71,4.84
7695,20250612050654,41.38409,"Sant Pere, Santa Caterina i la Ribera",Room in boutique hotel,2021-04-16,within an hour,99%,6.0,t,2,1 private bath,1.0,$171.00,365,3.0,99.0,64.4,24,81,124,35,50,4.67,4.68,4.96
7696,20250612050654,41.384,"Sant Pere, Santa Caterina i la Ribera",Room in boutique hotel,2021-04-16,within an hour,99%,6.0,t,3,1 private bath,2.0,$243.00,365,3.0,99.0,65.0,11,49,91,32,31,4.83,4.75,4.97
7697,20250612050654,41.38418,"Sant Pere, Santa Caterina i la Ribera",Room in boutique hotel,2021-04-16,within an hour,99%,6.0,t,2,1 private bath,0.0,$198.00,365,3.0,99.0,64.4,10,41,72,1,2,4.74,4.63,5.0
7698,20250612050654,41.37874,la Barceloneta,Entire rental unit,2016-04-08,within an hour,77%,69.0,t,2,1 bath,1.0,$68.00,330,31.0,330.0,330.0,0,18,108,0,0,,,
7699,20250612050654,41.41514,el Guinardó,Entire rental unit,2017-04-10,within a day,67%,2.0,t,2,1 bath,1.0,$35.00,1125,32.0,1125.0,1125.0,0,0,0,2,2,4.58,4.5,4.83
7700,20250612050654,41.39245,la Dreta de l'Eixample,Private room in hostel,2021-04-16,within an hour,100%,10.0,t,1,1 private bath,1.0,$197.00,1125,3.0,99.0,49.6,12,57,144,21,19,4.78,4.78,4.91
7701,20250612050654,41.39424,la Dreta de l'Eixample,Private room in hostel,2021-04-16,within an hour,100%,10.0,t,2,1 private bath,1.0,$234.00,1125,3.0,99.0,42.9,8,65,162,9,6,4.83,4.9,4.97
7702,20250612050654,41.39204,la Dreta de l'Eixample,Private room in hostel,2021-04-16,within an hour,100%,10.0,t,2,1 private bath,1.0,$253.00,1125,3.0,99.0,49.8,21,80,183,59,44,4.83,4.86,4.93
7703,20250612050654,41.39408,la Dreta de l'Eixample,Private room in hostel,2021-04-16,within an hour,100%,10.0,t,2,1 private bath,1.0,$226.00,1125,3.0,99.0,49.6,22,80,184,13,7,4.74,4.79,4.91
7704,20250612050654,41.39227,la Dreta de l'Eixample,Private room in hostel,2021-04-16,within an hour,100%,10.0,t,2,1 private bath,,,1125,3.0,99.0,50.1,14,58,160,20,8,4.88,4.86,4.92
7705,20250612050654,41.395,la Dreta de l'Eixample,Room in hotel,2018-05-29,within an hour,100%,3.0,t,4,1 bath,2.0,$318.00,365,4.0,14.0,14.0,5,27,117,1,8,4.7,4.84,4.93
7706,20250612050654,41.39318,la Dreta de l'Eixample,Room in hotel,2018-05-29,within an hour,100%,3.0,t,4,1 bath,2.0,$345.00,365,4.0,14.0,14.0,1,21,112,0,0,4.59,4.81,4.69
7707,20250612050654,41.40198,el Poblenou,Entire rental unit,2019-07-27,within an hour,97%,2.0,t,5,2 baths,3.0,$201.00,35,2.0,1125.0,1125.0,0,16,74,50,47,4.8,4.73,4.75
7708,20250612050654,41.3774,el Raval,Entire rental unit,2016-03-21,within an hour,91%,1.0,t,4,1 bath,3.0,$55.00,730,31.0,730.0,730.0,10,70,169,6,7,4.33,4.38,4.13
7709,20250612050654,41.39209,la Dreta de l'Eixample,Private room in hostel,2021-04-16,within an hour,100%,10.0,t,3,1 private bath,3.0,$271.00,1125,3.0,99.0,40.7,16,65,166,10,9,4.81,4.87,4.97
7710,20250612050654,41.39354,la Dreta de l'Eixample,Private room in hostel,2021-04-16,within an hour,100%,10.0,t,4,1 private bath,4.0,$312.00,1125,3.0,99.0,49.6,20,80,181,23,13,4.68,4.64,4.68
7711,20250612050654,41.38081,la Barceloneta,Entire rental unit,2020-02-03,within an hour,98%,5.0,t,4,2 baths,2.0,$444.00,1124,3.0,999.0,999.0,3,38,137,7,9,4.82,4.78,4.91
7712,20250612050654,41.37885,la Barceloneta,Entire rental unit,2020-02-03,within an hour,98%,5.0,t,4,2 baths,2.0,$414.00,1124,3.0,999.0,999.0,7,44,138,23,27,4.84,4.88,4.86
7713,20250612050654,41.3964,el Parc i la Llacuna del Poblenou,Entire rental unit,2021-04-08,within an hour,100%,5.0,t,4,1 bath,3.0,$262.00,30,3.0,1125.0,1125.0,5,24,116,40,43,4.79,4.8,4.67
7714,20250612050654,41.39651,el Poblenou,Entire rental unit,2021-04-08,within an hour,100%,5.0,t,6,1 bath,3.0,$219.00,30,3.0,1125.0,1125.0,5,24,126,49,52,4.92,4.76,4.86
7715,20250612050654,41.38457,les Corts,Entire rental unit,2012-11-21,within an hour,93%,33.0,t,4,1 bath,3.0,$192.00,1125,3.0,1125.0,771.7,11,28,118,1,1,4.25,4.13,4.13
7716,20250612050654,41.3796,la Barceloneta,Entire rental unit,2019-10-07,within an hour,98%,4.0,t,4,1 bath,3.0,$236.00,365,4.0,365.0,365.0,28,28,28,25,34,4.59,4.61,4.79
7717,20250612050654,41.3899,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2012-05-30,within an hour,95%,2.0,t,2,1 bath,2.0,$226.00,91,6.0,1125.0,1125.0,9,38,119,43,33,5.0,5.0,5.0
7718,20250612050654,41.39297105778148,l'Antiga Esquerra de l'Eixample,Entire rental unit,2010-05-10,within an hour,99%,21.0,t,4,2 baths,2.0,$305.00,300,31.0,1125.0,1125.0,7,18,65,0,0,4.64,4.64,4.73
7719,20250612050654,41.36965,la Bordeta,Private room in rental unit,2016-06-17,,,1.0,t,2,1 shared bath,,,365,3.0,1125.0,1125.0,0,0,0,0,0,,,
7720,20250612050654,41.39041,l'Antiga Esquerra de l'Eixample,Entire rental unit,2020-05-15,within a few hours,99%,903.0,t,2,1 bath,1.0,$117.00,365,32.0,365.0,365.0,10,70,171,0,0,5.0,5.0,5.0
7721,20250612050654,41.38183,el Raval,Private room in dome,2019-05-29,within a few hours,53%,12.0,t,1,3 shared baths,1.0,$26.00,300,60.0,300.0,300.0,12,12,12,2,1,4.29,3.71,4.0
7722,20250612050654,41.409908,el Camp de l'Arpa del Clot,Private room in hostel,2019-11-11,within an hour,98%,11.0,t,10,0 shared baths,5.0,$468.00,365,1.0,999.0,999.0,0,0,0,0,0,,,
7723,20250612050654,41.3914,la Dreta de l'Eixample,Entire serviced apartment,2021-04-30,within an hour,97%,1.0,t,5,2.5 baths,3.0,$427.00,15,3.0,99.0,31.0,3,34,110,14,15,4.62,4.37,4.96
7724,20250612050654,41.39745,Sant Gervasi - Galvany,Entire rental unit,2020-05-15,within a few hours,99%,903.0,t,4,2 baths,2.0,$160.00,365,32.0,365.0,365.0,0,0,56,0,0,,,
7725,20250612050654,41.41627,el Besòs i el Maresme,Entire rental unit,2021-04-26,within a day,100%,1.0,t,4,1 bath,3.0,$75.00,120,31.0,120.0,120.0,1,2,86,6,4,4.82,4.5,4.59
7726,20250612050654,41.37271353535875,Sants,Entire rental unit,2022-05-10,within an hour,100%,25.0,t,2,1 bath,1.0,$43.00,730,32.0,730.0,730.0,9,69,170,3,4,4.33,4.33,4.6
7727,20250612050654,41.39282,la Dreta de l'Eixample,Entire rental unit,2017-11-09,within an hour,98%,152.0,t,5,1 bath,3.0,$389.00,333,5.0,333.0,333.0,9,58,160,3,2,4.45,4.65,4.9
7728,20250612050654,41.39675,la Vila de Gràcia,Entire rental unit,2012-12-13,within an hour,92%,30.0,t,4,2 baths,2.0,$138.00,1125,32.0,1125.0,1125.0,18,58,58,0,0,,,
7729,20250612050654,41.39581,la Dreta de l'Eixample,Entire rental unit,2016-07-28,within a day,91%,31.0,t,4,2 baths,2.0,$175.00,1125,32.0,1125.0,1125.0,16,56,56,0,0,,,
7730,20250612050654,41.39877,la Dreta de l'Eixample,Entire rental unit,2012-09-19,within an hour,80%,13.0,t,4,2 baths,,,30,3.0,30.0,30.0,0,0,0,6,6,4.98,4.95,4.95
7731,20250612050654,41.39068,la Dreta de l'Eixample,Entire rental unit,2012-07-03,within an hour,97%,43.0,t,4,1 bath,2.0,$280.00,200,28.0,1125.0,1125.0,17,63,165,0,0,4.5,5.0,5.0
7732,20250612050654,41.38226,Sant Antoni,Private room in hostel,2019-01-22,within an hour,98%,14.0,t,2,1 shared bath,1.0,$139.00,1125,3.0,1125.0,1125.0,12,55,153,0,1,4.17,4.21,4.58
7733,20250612050654,41.40442,el Putxet i el Farró,Entire rental unit,2016-03-28,within an hour,85%,43.0,t,5,2 baths,3.0,$80.00,1125,31.0,1125.0,1125.0,4,4,95,5,4,5.0,4.86,5.0
7734,20250612050654,41.40698,la Vila de Gràcia,Entire rental unit,2020-06-22,within an hour,86%,10.0,t,6,1.5 baths,3.0,$274.00,31,5.0,31.0,31.0,30,90,192,6,14,4.58,4.6,4.63
7735,20250612050654,41.378967,la Barceloneta,Entire rental unit,2015-07-14,within a few hours,73%,5.0,t,2,1 bath,1.0,$220.00,360,32.0,360.0,360.0,2,2,82,3,3,5.0,4.93,5.0
7736,20250612050654,41.38846,l'Antiga Esquerra de l'Eixample,Entire rental unit,2021-02-07,within an hour,100%,10.0,t,5,1 bath,2.0,$201.00,1125,4.0,1125.0,1125.0,13,57,160,46,48,4.83,4.86,4.93
7737,20250612050654,41.38326,la Nova Esquerra de l'Eixample,Entire rental unit,2019-06-10,,,17.0,t,9,2 baths,,,360,25.0,360.0,360.0,0,0,0,0,0,4.27,4.0,4.73
7738,20250612050654,41.380894,la Nova Esquerra de l'Eixample,Entire rental unit,2014-09-24,within a few hours,6%,183.0,t,1,1 bath,1.0,$99.00,360,3.0,360.0,360.0,17,54,139,0,0,4.0,3.5,4.5
7739,20250612050654,41.37659,la Barceloneta,Entire rental unit,2016-04-08,within an hour,77%,69.0,t,2,1 bath,1.0,$74.00,330,32.0,330.0,330.0,2,55,55,0,0,5.0,5.0,5.0
7740,20250612050654,41.386359650779845,"Sant Pere, Santa Caterina i la Ribera",Private room in rental unit,2021-05-04,within an hour,93%,3.0,t,2,1 shared bath,,,35,5.0,35.0,35.0,2,2,2,20,12,4.79,4.67,5.0
7741,20250612050654,41.4029804,la Sagrada Família,Entire rental unit,2018-07-12,within an hour,69%,329.0,t,5,1 bath,,,1125,5.0,117.0,91.0,0,0,0,1,3,4.33,5.0,5.0
7742,20250612050654,41.37601,Sant Antoni,Entire rental unit,2018-02-05,within an hour,99%,4.0,t,7,2 baths,4.0,$357.00,365,31.0,999.0,999.0,12,46,58,27,30,4.51,4.5,4.71
7743,20250612050654,41.38865,l'Antiga Esquerra de l'Eixample,Entire rental unit,2018-02-05,within an hour,99%,4.0,t,9,2.5 baths,6.0,$781.00,365,31.0,999.0,999.0,22,82,183,11,16,4.76,4.8,4.92
7744,20250612050654,41.37827,la Nova Esquerra de l'Eixample,Entire rental unit,2018-02-05,within an hour,99%,4.0,t,5,2 baths,3.0,$324.00,365,31.0,999.0,999.0,18,54,65,17,27,4.58,4.58,4.81
7745,20250612050654,41.40398,la Sagrada Família,Entire serviced apartment,2012-11-14,within an hour,98%,15.0,t,8,2 baths,7.0,$951.00,28,3.0,1125.0,1125.0,5,50,143,4,7,4.87,4.94,4.97
7746,20250612050654,41.37540817260742,la Barceloneta,Entire condo,2015-07-14,within a few hours,73%,5.0,t,4,2 baths,3.0,$284.00,333,32.0,333.0,333.0,0,5,91,3,4,4.91,5.0,4.73
7747,20250612050654,41.39246,l'Antiga Esquerra de l'Eixample,Entire rental unit,2011-11-22,within an hour,90%,46.0,t,5,1 bath,3.0,$349.00,1125,4.0,1125.0,1125.0,3,42,114,50,46,4.81,4.89,4.92
7748,20250612050654,41.43234,Montbau,Private room in rental unit,2019-03-05,within an hour,100%,2.0,t,1,1 shared bath,,,1125,31.0,1125.0,1125.0,0,0,0,0,0,3.75,5.0,3.25
7749,20250612050654,41.38007,la Nova Esquerra de l'Eixample,Entire rental unit,2012-04-17,within an hour,100%,2.0,t,2,1 bath,,,190,31.0,1125.0,1125.0,20,80,116,6,6,4.67,4.89,5.0
7750,20250612050654,41.40484,Sant Gervasi - la Bonanova,Private room in rental unit,2019-12-11,within an hour,92%,12.0,t,1,2 shared baths,,$19.00,1125,60.0,1125.0,1125.0,3,58,68,0,0,,,
7751,20250612050654,41.37229,el Poble Sec,Entire rental unit,2020-01-16,within an hour,98%,23.0,t,7,2 baths,5.0,$339.00,1125,2.0,365.0,365.0,7,36,105,23,13,4.85,4.89,4.85
7752,20250612050654,41.39941,la Vila de Gràcia,Entire rental unit,2018-03-23,within an hour,100%,3.0,t,5,1 bath,3.0,$238.00,1125,4.0,1125.0,1125.0,12,50,140,48,49,4.82,4.83,4.94
7753,20250612050654,41.38041,el Barri Gòtic,Entire rental unit,2014-10-03,within an hour,100%,20.0,t,4,1 bath,3.0,$120.00,730,30.0,1125.0,1125.0,7,56,159,0,0,4.75,4.25,4.5
7754,20250612050654,41.380466,el Barri Gòtic,Entire rental unit,2019-03-20,within a few hours,55%,59.0,t,4,2 baths,3.0,$89.00,1125,32.0,1125.0,1125.0,0,51,154,0,0,5.0,5.0,4.33
7755,20250612050654,41.37894,el Barri Gòtic,Entire rental unit,2021-05-06,,,1.0,t,2,1 bath,1.0,$90.00,300,30.0,300.0,300.0,0,0,77,0,0,5.0,5.0,5.0
7756,20250612050654,41.38362,l'Antiga Esquerra de l'Eixample,Entire rental unit,2020-05-15,within a few hours,99%,903.0,t,4,2 baths,2.0,$106.00,365,31.0,365.0,365.0,0,51,153,2,1,4.67,4.67,4.67
7757,20250612050654,41.38944,la Dreta de l'Eixample,Entire rental unit,2020-05-15,within a few hours,99%,903.0,t,2,0 baths,1.0,$106.00,365,31.0,365.0,365.0,1,54,157,2,0,4.5,5.0,5.0
7758,20250612050654,41.45194,la Trinitat Vella,Private room in rental unit,2018-04-13,,0%,1.0,t,1,1.5 shared baths,1.0,$22.00,1125,31.0,1125.0,1125.0,0,0,0,0,1,5.0,5.0,5.0
7759,20250612050654,41.3807,Sant Antoni,Entire rental unit,2019-06-10,,,17.0,t,4,2 baths,,,360,4.0,360.0,360.0,0,0,0,0,0,4.67,3.67,4.67
7760,20250612050654,41.37841,Sant Antoni,Entire rental unit,2012-12-21,within an hour,79%,224.0,t,4,1 bath,3.0,$185.00,1125,5.0,1125.0,241.8,2,25,128,10,13,4.53,4.67,4.76
7761,20250612050654,41.37852,Sant Antoni,Entire rental unit,2012-12-21,within an hour,79%,224.0,t,4,1 bath,4.0,$198.00,1125,5.0,1125.0,233.2,4,30,133,14,13,4.43,4.54,4.71
7762,20250612050654,41.384792,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2019-03-20,within a few hours,55%,59.0,t,4,2 baths,3.0,$74.00,1125,32.0,1125.0,1125.0,0,0,11,1,1,4.67,4.67,4.33
7763,20250612050654,41.38213,Sant Antoni,Private room in rental unit,2020-11-11,within a few hours,50%,6.0,t,1,0 shared baths,1.0,$39.00,31,31.0,31.0,31.0,8,68,68,0,3,4.86,4.5,4.98
7764,20250612050654,41.380783,Sant Antoni,Entire rental unit,2021-04-09,within an hour,100%,1.0,t,6,2 baths,5.0,$342.00,1125,5.0,1125.0,1125.0,7,50,149,25,22,4.78,4.84,4.77
7765,20250612050654,41.37904,Sant Antoni,Entire rental unit,2012-12-21,within an hour,79%,224.0,t,3,1 bath,3.0,$176.00,1125,5.0,1125.0,252.3,2,22,119,24,23,4.57,4.78,4.81
7766,20250612050654,41.37891,Sant Antoni,Entire rental unit,2012-12-21,within an hour,79%,224.0,t,4,1 bath,3.0,$175.00,1125,5.0,1125.0,166.2,6,42,136,24,28,4.51,4.65,4.66
7767,20250612050654,41.37784,el Raval,Entire condo,2013-10-17,within an hour,90%,30.0,t,2,1 bath,2.0,$69.00,330,32.0,330.0,330.0,0,1,40,1,2,4.83,4.5,4.5
7768,20250612050654,41.39337,l'Antiga Esquerra de l'Eixample,Private room in bed and breakfast,2013-04-06,within an hour,100%,6.0,t,2,2 baths,1.0,$291.00,365,7.0,365.0,176.2,0,0,0,0,1,4.5,5.0,4.75
7769,20250612050654,41.39451,la Dreta de l'Eixample,Private room in bed and breakfast,2013-04-06,within an hour,100%,6.0,t,2,2 baths,1.0,$326.00,365,7.0,365.0,177.1,0,0,0,1,0,5.0,5.0,5.0
7770,20250612050654,41.39442825317383,la Dreta de l'Eixample,Entire rental unit,2019-05-31,within an hour,90%,7.0,t,2,1 bath,1.0,$169.00,365,32.0,365.0,365.0,1,15,109,1,0,5.0,5.0,5.0
7771,20250612050654,41.37787,Sant Antoni,Entire rental unit,2019-06-10,,,17.0,t,6,2 baths,,,360,4.0,360.0,360.0,0,0,0,0,0,,,
7772,20250612050654,41.38562,l'Antiga Esquerra de l'Eixample,Entire rental unit,2016-01-22,within an hour,99%,3.0,t,6,3 baths,3.0,$410.00,1125,4.0,1125.0,1125.0,4,53,156,21,26,4.66,4.48,4.84
7773,20250612050654,41.38599,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2015-12-20,within a few hours,74%,4.0,t,2,1 bath,1.0,$125.00,330,31.0,330.0,330.0,0,37,47,2,2,5.0,5.0,5.0
7774,20250612050654,41.40294,la Sagrada Família,Entire rental unit,2019-06-10,,,17.0,t,6,2 baths,,,360,16.0,360.0,360.0,0,0,0,0,0,4.0,5.0,5.0
7775,20250612050654,41.37443,el Poble Sec,Entire rental unit,2019-06-10,,,17.0,t,4,2 baths,,,360,4.0,360.0,360.0,0,0,0,0,0,,,
7776,20250612050654,41.3937,la Dreta de l'Eixample,Private room in hostel,2013-08-07,within an hour,100%,16.0,t,1,1 shared bath,1.0,$121.00,36,2.0,9.0,9.0,18,67,171,44,46,4.61,4.81,4.86
7777,20250612050654,41.3919,la Dreta de l'Eixample,Private room in hostel,2013-08-07,within an hour,100%,16.0,t,2,0 shared baths,1.0,$175.00,1125,2.0,9.0,9.0,10,50,151,12,17,4.38,4.64,4.76
7778,20250612050654,41.39181,la Dreta de l'Eixample,Private room in hostel,2013-08-07,within an hour,100%,16.0,t,3,0 shared baths,2.0,$208.00,35,2.0,9.0,9.0,9,49,149,92,114,4.72,4.79,4.84
7779,20250612050654,41.39164,la Dreta de l'Eixample,Private room in hostel,2013-08-07,within an hour,100%,16.0,t,4,1 shared bath,,,1125,2.0,9.0,9.0,2,36,129,62,67,4.75,4.78,4.86
7780,20250612050654,41.39046,la Dreta de l'Eixample,Entire rental unit,2010-11-26,within an hour,95%,332.0,t,2,1 bath,2.0,$224.00,1125,5.0,1125.0,1125.0,10,54,157,27,30,4.81,4.81,4.95
7781,20250612050654,41.39196,la Dreta de l'Eixample,Entire rental unit,2010-11-26,within an hour,95%,332.0,t,3,1 bath,1.0,$176.00,1125,5.0,1125.0,1125.0,5,54,154,33,39,4.6,4.71,4.98
7782,20250612050654,41.39042,la Dreta de l'Eixample,Entire rental unit,2010-11-26,within an hour,95%,332.0,t,2,1 bath,2.0,$231.00,1125,5.0,1125.0,1125.0,14,60,163,29,20,4.67,4.75,4.99
7783,20250612050654,41.40614,la Sagrada Família,Entire rental unit,2019-03-06,within an hour,90%,13.0,t,4,2 baths,2.0,$271.00,1125,5.0,1125.0,1125.0,11,35,130,0,0,4.38,4.38,4.5
7784,20250612050654,41.40692,el Camp d'en Grassot i Gràcia Nova,Private room in condo,2016-05-01,,0%,1.0,t,1,1.5 shared baths,1.0,$20.00,1125,30.0,1125.0,1125.0,4,32,124,0,0,,,
7785,20250612050654,41.40713,la Vila de Gràcia,Private room in rental unit,2012-08-16,a few days or more,21%,1.0,t,1,1 shared bath,1.0,$50.00,62,3.0,62.0,62.0,13,57,159,20,30,4.72,4.74,4.85
7786,20250612050654,41.40012,la Vila de Gràcia,Entire rental unit,2013-12-18,within a few hours,44%,28.0,t,2,1 bath,,,1125,32.0,1125.0,1125.0,0,52,154,0,0,,,
7787,20250612050654,41.40006,la Vila de Gràcia,Entire rental unit,2017-11-07,within a day,67%,32.0,t,2,1 bath,,$55.00,1125,32.0,1125.0,1125.0,0,52,154,2,1,4.67,4.67,5.0
7788,20250612050654,41.39952,la Vila de Gràcia,Entire rental unit,2012-08-26,within a day,54%,36.0,t,2,1 bath,1.0,$55.00,1125,32.0,1125.0,1125.0,0,52,154,0,0,4.0,4.0,5.0
7789,20250612050654,41.38035,el Raval,Entire condo,2011-03-13,within an hour,91%,5.0,t,2,2 baths,2.0,$118.00,365,31.0,365.0,365.0,30,90,193,5,4,4.88,4.75,4.63
7790,20250612050654,41.39037,la Dreta de l'Eixample,Entire rental unit,2013-04-02,within an hour,85%,16.0,t,4,2 baths,2.0,$417.00,1125,7.0,1125.0,1125.0,23,80,183,0,1,4.43,4.21,4.79
7791,20250612050654,41.40677,la Sagrada Família,Entire rental unit,2019-06-25,within an hour,94%,44.0,t,6,1 bath,5.0,$170.00,1125,7.0,1125.0,1125.0,0,23,125,11,11,4.27,4.3,4.88
7792,20250612050654,41.40885,el Camp d'en Grassot i Gràcia Nova,Entire condo,2012-09-13,within an hour,100%,79.0,t,5,1 bath,5.0,$119.00,365,31.0,999.0,999.0,6,42,143,50,50,4.72,4.8,4.84
7793,20250612050654,41.37652,Sant Antoni,Entire rental unit,2020-10-05,within an hour,100%,63.0,t,4,2 baths,2.0,$253.00,365,5.0,999.0,999.0,9,52,122,42,42,4.8,4.94,4.84
7794,20250612050654,41.37451,el Poble Sec,Entire rental unit,2020-10-05,within an hour,100%,63.0,t,4,1 bath,,,365,60.0,999.0,999.0,0,0,5,1,3,4.7,4.8,4.9
7795,20250612050654,41.40623,la Sagrada Família,Entire rental unit,2021-04-08,within an hour,100%,5.0,t,4,2 baths,3.0,$251.00,30,3.0,1125.0,1125.0,6,42,128,48,48,4.82,4.79,4.9
7796,20250612050654,41.38933,la Nova Esquerra de l'Eixample,Entire loft,2020-03-26,within a day,95%,17.0,t,2,1 bath,1.0,$60.00,365,32.0,999.0,999.0,22,82,186,2,3,3.1,3.1,4.5
7797,20250612050654,41.38125,el Barri Gòtic,Room in boutique hotel,2021-02-15,within an hour,100%,44.0,t,2,1 private bath,0.0,$505.00,1125,6.0,1125.0,275.3,15,56,141,0,0,4.5,5.0,5.0
7798,20250612050654,41.38125,el Barri Gòtic,Room in boutique hotel,2021-02-15,within an hour,100%,44.0,t,2,1 private bath,0.0,$374.00,1125,7.0,1125.0,425.4,9,35,107,3,2,5.0,5.0,5.0
7799,20250612050654,41.42735,la Clota,Entire villa,2021-05-17,within an hour,71%,5.0,t,15,3 baths,4.0,$216.00,1125,32.0,1125.0,1125.0,23,83,183,0,1,5.0,5.0,5.0
7800,20250612050654,41.38355,Sants,Private room in rental unit,2021-05-17,within an hour,71%,5.0,t,8,2 baths,3.0,$240.00,1125,32.0,1125.0,1125.0,29,89,192,0,0,,,
7801,20250612050654,41.42881,la Clota,Entire rental unit,2021-05-17,within an hour,71%,5.0,t,15,5 baths,8.0,$300.00,365,32.0,365.0,365.0,29,89,191,0,1,5.0,5.0,5.0
7802,20250612050654,41.38994,"Sant Pere, Santa Caterina i la Ribera",Entire rental unit,2014-07-16,,0%,3.0,t,2,1 bath,1.0,$200.00,365,31.0,365.0,365.0,0,0,31,0,0,,,
7803,20250612050654,41.38072,el Raval,Entire rental unit,2013-10-17,within an hour,90%,30.0,t,2,1 bath,2.0,$59.00,330,32.0,330.0,330.0,0,0,0,0,1,5.0,4.5,5.0
7804,20250612050654,41.38613,l'Antiga Esquerra de l'Eixample,Entire rental unit,2012-02-08,within an hour,99%,9.0,t,6,2 baths,5.0,$116.00,180,32.0,1125.0,1125.0,7,26,129,3,2,5.0,5.0,5.0
7805,20250612050654,41.38973,la Dreta de l'Eixample,Entire rental unit,2015-05-13,within an hour,99%,73.0,t,8,3 baths,6.0,$516.00,1125,4.0,1125.0,729.3,1,16,71,23,13,4.71,4.71,4.95
7806,20250612050654,41.3793,el Raval,Entire rental unit,2015-05-17,within a few hours,94%,5.0,t,4,1 bath,1.0,$65.00,730,31.0,730.0,730.0,7,14,98,3,4,4.44,4.56,4.56
7807,20250612050654,41.37936540867891,el Barri Gòtic,Entire rental unit,2019-05-30,within an hour,98%,166.0,t,2,1 bath,,,360,32.0,360.0,360.0,0,0,0,0,1,3.67,3.33,5.0
7808,20250612050654,41.39916,la Dreta de l'Eixample,Entire rental unit,2014-09-10,within an hour,96%,3.0,t,2,1 bath,2.0,$88.00,1124,365.0,999.0,999.0,17,77,137,1,0,4.83,4.83,5.0
7809,20250612050654,41.38364,Sant Antoni,Entire rental unit,2012-12-21,within an hour,79%,224.0,t,3,2 baths,3.0,$250.00,1125,5.0,1125.0,179.4,2,37,140,7,6,4.55,4.72,4.68
